"responseid","startdate","enddate","agegroup","state","area","edu","race","income","marstatus","armedforces","lbgtq","howhear","howheartext","yeargrad","whyattend","everrun","everwon","officeran","soughtreceivedappointed","soughtappointedtext","activeparty","commuting","famcaring","volunteering","workinggov","workingeve","workingweekend","workingotherjob","constitserv","fundraising","polevents","occupation","employed","employedtext","employedlead","hhexpenses","children","childage","distance","whyseek","whynotseek","discrimclass","discrimgender","discrimsexorient","discrimrace","needraisemoney","negadvertising","campaigndiff","officediff","timefam","worklife","fearlose","privacy","loseincome","fearnotseriousvoters","fearnotseriouscolleagues","fearnotseriousparty","biggestchall","planrunfuture","whenplanrun","whathelpemerge","menopps","solves","exciting","certaintype","certaintypetext","openseat","multiseat","manyrun","endorsementincumb","endorsementother","nowomanheld","communitystruggle","appointment","n","white","ran","won","areas","breadwinner","plan","planrun","yearstorun","runyearsfromgrad","aggressivecand","aggressivelead","assertivecand","assertivelead","calmcand","calmlead","compassionatecand","compassionatelead","decisivecand","decisivelead","goodnegcand","goodneglead","honestcand","honestlead","indepcand","indeplead","knowledgecand","knowledgelead","leadabilitiescand","leadabilitieslead","nurturingcand","nurturinglead","sensitivecand","sensitivelead","aggressivediff","assertivediff","calmdiff","compassionatediff","decisivediff","goodnegdiff","honestdiff","indepdiff","knowledgediff","leadabilitiesdiff","nurturingdiff","sensitivediff","emergestate","reasons","_Irace_2","_Irace_3","_Irace_4","_Irace_5","_Irace_6","_Irace_7","_Irace_8","_Ilbgtq_2","_Ilbgtq_3","_Iarea_2","_Iarea_3","_Istate_2","_Istate_3","_Istate_4","_Istate_5","_Istate_6","_Istate_7","_Istate_8","_Istate_9","_Istate_10","_Istate_11","_Istate_12","_Istate_13","_Istate_14","_Istate_15","_Istate_16","_Istate_17","_Istate_18","_Istate_19","_Istate_20","_Istate_21","_Istate_22","_Istate_23","_Istate_24","_Imarstatus_2","_Imarstatus_3","_Imarstatus_4","_Imarstatus_5","_Imarstatus_6","_Imarstatus_7","rentown","_merge","office","sheriff","clerk","mayor","coroner","alderman","judge","council","da","board","freeholder","school","commission","congress","governor","party","legisl","citymisc","city","county","state.o","natl","offs","lvls","singlehh","job","inc","binincome","eth","activedem","educ","vet","renter","lgbt","kids","psychindex"
"R_10Yu9ruzXpxkrVu","5/27/16 16:19","5/27/16 16:27",4,"California","Urban",6,"White/Caucasian",9,"Married","No","Yes","Emerge alum","",2006,"Had not really thought about running for office but was pushed to attend the training","No","","","No, I haven't sought appointive office","","No, not active",1,2,4,1,2,2,1,2,4,3,"Co-Chair of the Tennis Coalition","No, other (please explain):","major volunteer position","",0,"No",NA,7,"","I don't feel there is a need in my area of San Francsico. There are many good candidates. If I was to move to a different part of the country and felt issues were not being tackled, I would certainly step up. It seems like it takes a huge amoun",0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,"","Yes","I haven't thought about it that much yet","A panel on folks who didn't think they would run for office, ran and won.  What did they realize in the process--what got them to step up and take a chance",5,4,4,3,"",5,2,1,5,5,4,5,"Haven't sought",1,1,0,NA,3,NA,"",NA,NA,NA,1,0,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,-1,-1,0,1,1,0,1,0,0,0,0,1,"California",2,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,1,5,"White",0,0.625,0,0,1,0,0.25
"R_10ZcRg0sfUX6ODr","5/27/16 7:52","5/27/16 8:00",3,"Arizona","Urban",8,"White/Caucasian",9,"Living with a partner","No","No","Emerge organizer","",2009,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","Yes, I sought an appointive office but didn't receive the appointment","Redistributing Committee","Yes, a little active",3,4,2,4,2,2,1,1,2,2,"Attorney","Yes, full-time","","No",1,"Yes",7,2,"I wanted to have a say in how I am governed.","",0,0,0,0,1,1,0,1,1,1,1,1,1,0,0,0,"","Yes","2020","Providing notice and guidance as to upcoming openings in elective or appointive offices.",4,4,5,4,"",5,3,3,5,5,3,5,"Yes, didn't receive",1,1,0,NA,3,0,"2020",2020,4,11,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,-1,1,0,0,1,1,0,0,0,0,1,1,"Arizona",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.875,0,0,0,1,0.5
"R_110BQQXsF7JcdNL","5/8/16 2:55","5/8/16 3:07",4,"Pennsylvania","Suburban",6,"White/Caucasian",9,"Married","No","No","Colleague","",2016,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","No, not active",3,3,2,1,4,4,4,1,4,2,"Nonprofit executive","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",21,7,"","I am currently running for office",0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,"","Yes","2016","N/A",4,4,5,2,"",5,1,2,4,4,4,5,"Haven't sought",1,1,0,NA,2,1,"2016",2016,0,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,"Pennsylvania",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",0,0.625,0,0,0,1,0.125
"R_115CwRVCj9gDBHv","5/6/16 23:50","5/6/16 23:59",3,"California","Urban",6,"Hispanic/Latino",9,"Married","No","No","Friend/Family","",2004,"Was considering running for office and wanted to learn more about it","Yes","No","School board","No, I haven't sought appointive office","","Yes, a little active",3,2,4,2,4,4,1,3,3,2,"Education Nonprofit Director","Yes, full-time","","Yes, high-level leadership or management",2,"Yes",15,5,"Because our district needs new, visionary leaders to address education inequities.","",0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,"Since it's a small race and I raised a moderate amount of money I had to do a lot on my own and raising money, getting key endorsements was tough.","Yes","I haven't thought about it that much yet","Not sure.",5,2,4,4,"Financially connected, willing to bend your personal viewpoint to get votes, able to raise lots of money, well connected to party politics.",5,3,1,4,4,2,1,"Haven't sought",1,0,1,0,3,0,"",NA,NA,NA,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"California",4,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"school board",NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,0,1,0,0,2,1,0,1,1,5,"Latinx",1,0.625,0,0,0,1,0.5
"R_116jmBZIHtQHjEC","7/21/16 15:07","7/21/16 15:17",2,"Wisconsin","Suburban",8,"White/Caucasian",2,"Single","No","No","Other (please specify)","Emerge board member",2011,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","Yes","state assembly and city council","No, I haven't sought appointive office","","Yes, a little active",3,4,4,2,3,1,3,3,1,1,"Executive Director","Yes, part-time","","Yes, high-level leadership or management",1,"No",NA,1,"As much as I love my city, I know that the great opportunities I had growing up here are still not available to all children due to institutional barriers. I also wanted to address homeless from a human rights and community perspective. Finally","",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"My race was uncontested and the biggest challenge was staying motivated in a Wisconsin winter to get out and knock doors each day","Yes","2017","none, I'm good. But thanks",3,4,4,1,"",3,3,3,4,4,5,5,"Haven't sought",1,1,1,1,2,0,"2017",2017,1,6,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,1,1,"Wisconsin",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Rent",3,"state assembly and city council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,0,1,0,2,2,1,0,0.125,1,"White",1,0.875,0,1,0,0,0.125
"R_11hJrRFfVIUkwe5","5/27/16 7:16","5/27/16 12:00",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Nevada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,0
"R_11hYn6nKP5VaXpz","5/28/16 14:01","5/28/16 14:13",3,"Vermont","Rural",7,"White/Caucasian",9,"Married","No","No","Brochure/mailing","",2014,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,4,2,1,3,3,1,1,1,2,"administrator/educator","Yes, full-time","","Yes, high-level leadership or management",4,"Yes",11,4,"","New to community (just moved). More importantly, I am sole/major breadwinner for family - it would be challenging to take the time away and/or face potential loss of job security and loss of income.",0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,"","Yes","2021","forecasting of the likelihood for key positions to be open or potentially vulnerable in my area - I am currently having a challenging time as I've moved to a new area of the state and all of the representation is Democratic (though all male).",5,5,5,4,"Self-assured, driven, strategic, excited about a vision and invested in public service, ready for pushback and willing to spend long hours campaigning & enlisting support and funding",5,5,4,5,5,5,5,"Haven't sought",1,1,0,NA,1,1,"2021",2021,5,7,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,"Vermont",4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.75,0,0,0,1,0.375
"R_11X75t8QtfLyZaU","7/25/16 12:04","7/25/16 12:25",4,"Washington","Urban",6,"White/Caucasian",9,"Married","No","No","Other (please specify)","local state legislator",2006,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","City Council at large","No, I haven't sought appointive office","","No, not active",2,3,4,1,3,2,1,1,1,1,"Education Research","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",16,4,"I loved my town and wanted to be apart of making it a better stronger city. I believed that the elected council was too concerned about their own well being, and was not taking a broad enough look at what was best for everyone in the city. I wa","",1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,"Not having a specific agenda. In a local race, most people who run have a thorn in their side, and that's why they run. People get behind them because they run on one issue (lower taxes, or better roads). I really believed I was smart enough to","No","","Well, I ran and served when i lived in Maine. If I'd stayed there, I am sure I would have run for state legislature or senate. We moved to Washington State five years ago, and there is no Emerge organization here. I reached out to Emerge Americ",5,3,4,2,"",4,3,3,4,4,3,5,"Haven't sought",1,1,1,1,3,1,"",NA,NA,NA,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,-1,1,0,0,1,1,0,0,0,"Maine",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,"Own",3,"city council at large",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,1,0,1,1,5,"White",0,0.625,0,0,0,1,0.375
"R_12DQkgP2ZYWlNgV","8/2/16 12:21","8/2/16 12:42",3,"Massachusetts","Suburban",6,"White/Caucasian",8,"Married","No","Yes","Emerge alum","",2013,"Was considering running for office and wanted to learn more about it","Yes","Yes","School Committee (lost in 2013, won in 2015)","Yes, I sought an appointive office and received the appointment","Human Rights Commission","Yes, somewhat active",3,3,3,2,2,2,1,2,2,2,"Medicinal Chemist","Yes, full-time","","No",3,"Yes",11,3,"I was on the Human Rights Committee and was frustrated by the committees inability to affect changes within the city. I had also been very active in my youngest child's PTO, and have a passion for Education. the School Committee seemed a logica","",1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,"Fundraising. By far, the biggest challenge was fundraising. Add to all of the normal uncomfortableness of asking friends and family for money to support you campaign the fact that I am a trans-woman with a deep-for-a-woman voice, and my struggl","Yes","2019","Uncertain at this time.",4,4,5,2,"",5,4,4,4,5,3,5,"Yes, received",1,1,1,1,2,1,"2019",2019,3,6,0,0,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,-1,0,0,1,0,0,0,0,0,0,0,"Massachusetts",4,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"school committee (lost in 2013, won in 2015)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,NA,NA,0,1,0,0,2,1,0,1,0.875,4,"White",2,0.625,0,0,1,1,0.375
"R_12GxJ0t43BLMyeG","5/7/16 2:30","5/7/16 2:51",3,"California","Urban",8,"Asian",3,"Single","No","No","Colleague","",2010,"Had decided to run for office and wanted to learn tools and tricks of the trade","Yes","No","State Assembly","Yes, I sought an appointive office and received the appointment","Member, Alameda County Workforce Investment Board and Alameda County Commission on the Status of Women","Yes, very active",3,3,4,3,2,3,1,4,3,4,"Doctor of Optometry","Yes, full-time","","Yes, high-level leadership or management",4,"No",NA,7,"Gratitude and obligation for the benefits my family and I have received as first generation immigrants","",1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,"As a sole proprietor for my own optometric office my practice suffered to the brink of closure due to the expense of hiring other doctors to replace me and having less oversight of day to day management while I was campaigning","Yes","2020","Campaign contributions and volunteers",5,4,5,4,"Unafraid of failure and new situations, eager to learn and improve, inclusive team player, ability to take on potential financial challenges without affecting family members, be successful in a profession outside of politics so you understand a",5,3,3,3,4,5,5,"Yes, received",1,0,1,0,3,1,"2020",2020,4,10,0,0,1,0,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,1,0,0,-1,0,1,0,1,1,0,-1,0,0,-1,"California",1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"Own",3,"state assembly",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,1,0,1,1,1,1,0.25,2,"AAPI",3,0.875,0,0,0,0,0.375
"R_12L8MVh5M9XZxPb","5/9/16 9:58","5/9/16 10:09",2,"Kentucky","Suburban",8,"White/Caucasian",9,"Married","No","No","Emerge alum","",2014,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, a little active",2,2,3,3,1,1,1,1,1,2,"prosecutor","Yes, full-time","","Yes, mid-level leadership or management",2,"No",NA,6,"","judicial seat has not been available at the right time",0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,"","Yes","2017","network of other supporters",3,4,4,4,"Qualified, motivated, hard-working. Women are scrutinized much more when entereing politics - appearance, demeanor and tone are assessed at a different level than men.",5,2,2,4,4,4,4,"Haven't sought",1,1,0,NA,2,0,"2017",2017,1,3,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,-1,0,0,0,0,0,0,"Kentucky",1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.875,0,0,0,0,0.1875
"R_12ljvaDFBXLChkn","5/27/16 5:56","5/27/16 5:57",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Michigan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,NA
"R_12RMdwfZia5i1k0","5/27/16 7:40","5/27/16 7:40",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,NA
"R_12rO0eHPRNy9yRa","7/25/16 12:39","7/25/16 12:47",2,"Massachusetts","Urban",6,"African American",9,"Married","No","No","Emerge alum","",2014,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, a little active",2,3,2,1,3,2,2,1,1,1,"Hr director","Yes, full-time","","Yes, high-level leadership or management",3,"Yes",8,1,"","Financial. Need to care for family.",1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"","Yes","2018","Financial support",5,5,5,5,"You need to be a white female with one child or less.",4,4,1,5,5,5,5,"Haven't sought",1,0,0,NA,3,1,"2018",2018,2,4,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,-1,-1,-1,0,-1,-1,0,-1,-1,0,-1,"Massachusetts",4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"Black",1,0.625,0,1,0,1,0.3125
"R_12uwSPm1wv1qSa6","7/23/16 10:57","7/23/16 11:17",3,"Wisconsin","Urban",5,"White/Caucasian",4,"Single","No","No","Emerge organizer","",2009,"Had previously run for or held office and wanted to improve my next campaign","Yes","Yes","1. City Council, 2. County Board, 3. State Assembly","No, I haven't sought appointive office","","Yes, very active",2,1,2,4,3,3,2,4,3,3,"Legislator","Yes, full-time","","No",4,"No",NA,2,"I worked in Early Childhood Education then in Social Work with low-income and homeless women and families. Over time, I became increasingly frustrated helping people navigate broken systems and decided it was time to start changing those system","",0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1," The most significant challenge I faced was an assumption by others going into the race that my male opponent was somehow more qualified or more likely to win, despite similarities in our public service experience  and my clearly wider array of","Yes","2016","I am currently up for reelection.  While I appreciate the training that Emerge provides, I have not found that they provide ongoing support in any way for women running for office. In my mind, this is fine, as there are others filling that role",5,5,5,4,"In my experience, you have to have a thick skin and an ability to separate the personal versus the professional.  I have seen colleagues who take every criticism, even outrageous and mean-spirited attacks, personally, and it has impacted their",1,3,3,1,2,3,1,"Haven't sought",1,1,1,1,3,1,"2016",2016,0,7,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,1,0,1,0,0,1,0,"Wisconsin",3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,"Own",3,"1. city council, 2. county board, 3. state assembly",NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,0,3,3,1,1,0.375,2,"White",3,0.5,0,0,0,0,0.375
"R_12xabarUZbvcROF","6/15/16 9:22","6/15/16 9:39",5,"California","Suburban",6,"White/Caucasian",9,"Widowed","No","No","Emerge organizer","",2005,"Had previously run for or held office and wanted to improve my next campaign","Yes","No","Town council","Yes, I sought an appointive office and received the appointment","Marin Sonoma Mosquito Abatement District Representative for Town of Ross","No, not active",3,1,2,1,1,1,2,1,1,1,"Marketing Director","Yes, full-time","","Yes, mid-level leadership or management",4,"Yes",25,5,"To make a difference and contribute.","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"The biggest challenge was not knowing the strategy I needed to use ti campaign. I was a less familiar candidate running against two incumbents and a successful local businessman.","No","","I've had a major life changing event with my husband's passing in January. I would love to be involved more as I have been out of touch - so help with that is great.",4,4,5,3,"",4,3,3,5,5,3,4,"Yes, received",1,1,1,0,2,1,"",NA,NA,NA,0,0,0,1,1,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,0,1,-1,1,0,-1,0,0,0,0,0,0,"California",3,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Rent",3,"town council",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,2,1,1,1,1,5,"White",0,0.625,0,1,0,1,0
"R_1BVizU0gZul7e27","5/7/16 2:30","5/7/16 2:31",NA,"","",NA,"",NA,"","","","","",NA,"","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,"",NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"",1,0,0,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Massachusetts",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,NA,0,NA,NA,"Other/Prefer Not to Say",NA,NA,NA,NA,1,1,NA
"R_1C2xnAqtH6LPXLl","5/10/16 11:36","5/10/16 11:50",2,"Oregon","Urban",6,"White/Caucasian",9,"Married","No","No","Emerge alum","",2012,"Had decided to run for office and wanted to learn tools and tricks of the trade","No","","","No, I haven't sought appointive office","","Yes, a little active",3,4,3,2,2,2,1,2,2,2,"Public Interest Lobbyist","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",1,4,"","Money. Legislators in Oregon make about $25,000 per year. My husband and I rely on my income, which is over double that. Someday, we will be in a position where I will not need to work full-time and that is when I will run for office.",0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,"","Yes","I haven't thought about it that much yet","It's really about income - so perhaps working to increase pay for Oregon legislators.",3,4,5,3,"",5,3,3,4,4,3,3,"Haven't sought",1,1,0,NA,3,0,"",NA,NA,NA,1,0,1,0,1,1,0,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,-1,-1,0,1,1,1,0,0,0,0,1,1,"Oregon",1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,"Own",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"White",1,0.625,0,0,0,1,0.25
"R_1CgboBvKyj0I6mY","6/11/16 18:20","6/11/16 18:24",2,"New Jersey","Suburban",8,"Asian",9,"Married","No","No","Friend/Family","",2014,"Was considering running for office and wanted to learn more about it","No","","","No, I haven't sought appointive office","","Yes, somewhat active",4,4,2,1,3,3,1,1,2,2,"Postdoctoral researcher","Yes, full-time","","Yes, mid-level leadership or management",2,"Yes",1,NA,"","",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,"Haven't sought",1,0,0,NA,2,0,"",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"New Jersey",4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"Rent",3,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,5,"AAPI",2,0.875,0,1,0,1,0
